mapping,subzone,coordinates,centroids
"[{'Y': '28867.8566', 'X': '29447.9616', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL CHAMBERS'}, {'Y': '28859.9804', 'X': '29454.6680', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL CHAMBERS PREMIER'}, {'Y': '30650.8266', 'X': '31010.1620', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL CHAMBERS@CENTENNIAL'}, {'Y': '29198.0671', 'X': '29271.9158', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL FOOD CENTRE'}, {'Y': '29211.7311', 'X': '29255.5305', 'CATEGORY': 'Community', 'SEARCHVAL': 'MAXWELL FOOD CENTRE, 1 KADAYANALLUR STREET, SINGAPORE 069184 (AXS STATION)'}, {'Y': '29050.7610', 'X': '29264.4257', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL HOUSE'}, {'Y': '28877.1310', 'X': '29685.5479', 'CATEGORY': 'CATD', 'SEARCHVAL': 'MAXWELL LINK'}, {'Y': '29220.1992', 'X': '29171.7997', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL MRT STATION'}, {'Y': '28716.8980', 'X': '29669.2297', 'CATEGORY': 'CATD', 'SEARCHVAL': 'MAXWELL ROAD'}, {'Y': '28573.1352', 'X': '29859.8017', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL ROAD - ERP(29)'}, {'Y': '29111.8025', 'X': '29323.3503', 'CATEGORY': 'Community', 'SEARCHVAL': 'MAXWELL ROAD (SAM KIOSK)'}, {'Y': '29220.8986', 'X': '29241.5975', 'CATEGORY': 'Building', 'SEARCHVAL': 'MAXWELL ROAD FOOD CENTRE'}, {'Y': '29049.3498', 'X': '29295.1335', 'CATEGORY': 'Culture', 'SEARCHVAL': 'MAXWELL ROAD NO. 38 (CONSERVATION AREA MAP)'}]",Maxwell,"[(1.2825907325502135, 103.84111627511894), (1.2826513830947188, 103.84104550458026), (1.2967186235566632, 103.85713708474233)]","(1.287320246400532, 103.84643295481385)"
"[{'Y': '29668.4410', 'X': '29829.6754', 'CATEGORY': 'CATD', 'SEARCHVAL': 'PHILLIP STREET'}, {'Y': '38406.2826', 'X': '32868.2591', 'CATEGORY': 'CATE', 'SEARCHVAL': 'PHILLIPS AVENUE'}, {'Y': '38420.3824', 'X': '32895.7396', 'CATEGORY': 'Building', 'SEARCHVAL': 'PHILLIPS RESIDENCE'}]",Phillip,"[(1.286042785925272, 103.84830985733153), (1.3135209518686826, 103.92682383740537), (1.3137694707044265, 103.92695054021182)]","(1.3044444028327937, 103.9006947449829)"
"[{'Y': '29596.3437', 'X': '30019.3314', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE'}, {'Y': '29796.5962', 'X': '30040.6942', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE JETTY'}, {'Y': '29617.6126', 'X': '30019.1805', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION'}, {'Y': '29628.1980', 'X': '30018.2559', 'CATEGORY': 'Community', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION (SAM KIOSK)'}, {'Y': '29617.5614', 'X': '30016.5809', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT A'}, {'Y': '29670.8283', 'X': '30021.2130', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT B'}, {'Y': '29563.7191', 'X': '30033.4610', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT C'}, {'Y': '29564.0700', 'X': '30007.1060', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT D'}, {'Y': '29516.5441', 'X': '30025.9570', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT E'}, {'Y': '29444.5900', 'X': '29971.6262', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT F'}, {'Y': '29716.8572', 'X': '30003.6599', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT G'}, {'Y': '29735.7253', 'X': '30037.4845', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT H'}, {'Y': '29425.4406', 'X': '30027.9258', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT I'}, {'Y': '29457.1310', 'X': '30010.4286', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION EXIT J'}, {'Y': '29595.9829', 'X': '30018.9901', 'CATEGORY': 'Community', 'SEARCHVAL': 'RAFFLES PLACE MRT STATION, 5 RAFFLES PLACE, SINGAPORE 048618 (AXS STATION)'}, {'Y': '29644.6548', 'X': '30038.9373', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE PARK'}, {'Y': '29491.0175', 'X': '30061.1646', 'CATEGORY': 'Community', 'SEARCHVAL': 'RAFFLES PLACE PO - 1 (SAM KIOSK)'}, {'Y': '29491.0175', 'X': '30061.1646', 'CATEGORY': 'Community', 'SEARCHVAL': 'RAFFLES PLACE PO - 2 (SAM KIOSK)'}, {'Y': '29491.0166', 'X': '30061.1643', 'CATEGORY': 'Building', 'SEARCHVAL': 'RAFFLES PLACE POST OFFICE'}]",Raffles Place,"[(1.2877579719018526, 103.84766204376855), (1.287951158739041, 103.84946139514678), (1.2877566061269865, 103.84785315347902)]","(1.28782191225596, 103.8483255307981)"
"[{'Y': '31235.1651', 'X': '24044.3163', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANJONG PAGAR - QUEENSWAY HDB BRANCH OFFICE, 46 COMMONWEALTH DRIVE, SINGAPORE 143046 (AXS STATION)'}, {'Y': '28799.2791', 'X': '29317.3434', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR CENTRE'}, {'Y': '28737.5833', 'X': '28919.8986', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR COMMUNITY CLUB'}, {'Y': '28735.2628', 'X': '28917.2046', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANJONG PAGAR COMMUNITY CLUB, CANTONMENT ROAD, SINGAPORE 089774 (AXS STATION)'}, {'Y': '28294.0821', 'X': '28978.9379', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR COMPLEX'}, {'Y': '28285.9977', 'X': '29036.9566', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANJONG PAGAR COMPLEX, 7B KEPPEL ROAD, SINGAPORE 089055 (AXS STATION)'}, {'Y': '28975.2555', 'X': '29186.7524', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR CONSERVATION AREA'}, {'Y': '27839.1244', 'X': '29385.7006', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR CONTAINER TERMINAL'}, {'Y': '28268.2629', 'X': '28556.7160', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR DISTRIPARK'}, {'Y': '27724.5375', 'X': '29975.9574', 'CATEGORY': 'CATD', 'SEARCHVAL': 'TANJONG PAGAR DRIVE 1'}, {'Y': '27527.9856', 'X': '29606.5173', 'CATEGORY': 'CATD', 'SEARCHVAL': 'TANJONG PAGAR DRIVE 2'}, {'Y': '28785.9619', 'X': '29406.0209', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION'}, {'Y': '28776.1794', 'X': '29346.9929', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION (SAM KIOSK)'}, {'Y': '28762.5450', 'X': '29373.9270', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION EXIT'}, {'Y': '28763.2116', 'X': '29280.0773', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION EXIT A'}, {'Y': '28794.5088', 'X': '29476.2550', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION EXIT B'}, {'Y': '28733.1394', 'X': '29470.3122', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION EXIT C'}, {'Y': '28725.8662', 'X': '29510.5768', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION EXIT D'}, {'Y': '28743.3667', 'X': '29526.0628', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION EXIT E'}, {'Y': '28871.6581', 'X': '29514.5731', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANJONG PAGAR MRT STATION EXIT F'}]",Tanjong Pagar,"[(1.2337219026972903, 103.86238692104675), (1.2814094691759679, 103.84050007632506), (1.277815119240815, 103.8399457066159)]","(1.2643154970380244, 103.84761090132923)"
"[{'Y': '33576.4660', 'X': '34121.0467', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'ALJUNIED AVE 2 (OPP SWIMMING COMPLEX) (COMMUNITY USE SITES)'}, {'Y': '33615.2806', 'X': '34164.6155', 'CATEGORY': 'CATE', 'SEARCHVAL': 'ALJUNIED AVENUE 1'}, {'Y': '33629.6027', 'X': '33994.9347', 'CATEGORY': 'CATE', 'SEARCHVAL': 'ALJUNIED AVENUE 2'}, {'Y': '33670.8423', 'X': '33949.0089', 'CATEGORY': 'Community', 'SEARCHVAL': 'ALJUNIED AVENUE 2 MARKET AND FOOD CENTRE (FRIENDLY BUILDINGS)'}, {'Y': '33666.7900', 'X': '34270.7059', 'CATEGORY': 'CATE', 'SEARCHVAL': 'ALJUNIED AVENUE 3'}, {'Y': '33726.3438', 'X': '34261.5325', 'CATEGORY': 'CATE', 'SEARCHVAL': 'ALJUNIED AVENUE 4'}, {'Y': '33696.2312', 'X': '34249.7034', 'CATEGORY': 'CATE', 'SEARCHVAL': 'ALJUNIED AVENUE 5'}, {'Y': '37416.7959', 'X': '34257.4977', 'CATEGORY': 'Community', 'SEARCHVAL': 'ALJUNIED CC (COMMUNITY CLUBS)'}, {'Y': '37416.7968', 'X': '34257.4971', 'CATEGORY': 'Building', 'SEARCHVAL': 'ALJUNIED COMMUNITY CENTRE'}, {'Y': '37416.7964', 'X': '34257.4979', 'CATEGORY': 'Community', 'SEARCHVAL': 'ALJUNIED COMMUNITY CENTRE (CC) (FRIENDLY BUILDINGS)'}, {'Y': '33547.7529', 'X': '33831.3235', 'CATEGORY': 'CATD', 'SEARCHVAL': 'ALJUNIED CRESCENT'}, {'Y': '33743.4488', 'X': '33414.7852', 'CATEGORY': 'Building', 'SEARCHVAL': 'ALJUNIED FLYOVER'}, {'Y': '34144.7582', 'X': '33068.2563', 'CATEGORY': 'Building', 'SEARCHVAL': 'ALJUNIED INDUSTRIAL COMPLEX'}, {'Y': '33736.4182', 'X': '34294.4550', 'CATEGORY': 'Building', 'SEARCHVAL': 'ALJUNIED INDUSTRIAL ESTATE'}, {'Y': '33648.7173', 'X': '33894.0838', 'CATEGORY': 'Community', 'SEARCHVAL': ""ALJUNIED MCDONALD'S, ALJUNIED AVENUE 2, SINGAPORE 380113 (AXS STATION)""}, {'Y': '33190.0020', 'X': '33518.6049', 'CATEGORY': 'Building', 'SEARCHVAL': 'ALJUNIED MRT STATION'}, {'Y': '33190.0031', 'X': '33518.6054', 'CATEGORY': 'Community', 'SEARCHVAL': 'ALJUNIED MRT STATION (EW9) (FRIENDLY BUILDINGS)'}, {'Y': '33190.0031', 'X': '33518.6054', 'CATEGORY': 'Community', 'SEARCHVAL': 'ALJUNIED MRT STATION (SAM KIOSK)'}, {'Y': '33168.5356', 'X': '33473.0437', 'CATEGORY': 'Building', 'SEARCHVAL': 'ALJUNIED MRT STATION EXIT A'}, {'Y': '33196.1179', 'X': '33470.3986', 'CATEGORY': 'Building', 'SEARCHVAL': 'ALJUNIED MRT STATION EXIT B'}]",Aljunied,"[(1.324851970467398, 103.88342579109079), (1.3252459840062112, 103.88377456902083), (1.3237114488365107, 103.88390322967126)]","(1.3246031344367066, 103.8837011965943)"
"[{'Y': '33462.7439', 'X': '34247.3896', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'GEYLANG EAST AVE 2 (OPP SRI SIVAN TEMPLE) (COMMUNITY USE SITES)'}, {'Y': '33266.0744', 'X': '33792.7658', 'CATEGORY': 'CATD', 'SEARCHVAL': 'GEYLANG EAST AVENUE 1'}, {'Y': '33319.0939', 'X': '34171.6278', 'CATEGORY': 'CATD', 'SEARCHVAL': 'GEYLANG EAST AVENUE 2'}, {'Y': '33423.9918', 'X': '34331.6792', 'CATEGORY': 'CATE', 'SEARCHVAL': 'GEYLANG EAST AVENUE 3'}, {'Y': '33467.1439', 'X': '33951.7316', 'CATEGORY': 'CATC', 'SEARCHVAL': 'GEYLANG EAST CENTRAL'}, {'Y': '33767.6392', 'X': '33798.7459', 'CATEGORY': 'Family', 'SEARCHVAL': 'GEYLANG EAST DAY ACTIVITY CENTRE (VOLUNTARY WELFARE ORGS)'}, {'Y': '33581.6657', 'X': '33779.0959', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST ESTATE'}, {'Y': '33191.5332', 'X': '33802.5772', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST FIRE POST'}, {'Y': '33191.5336', 'X': '33802.5778', 'CATEGORY': 'Emergency Preparedness', 'SEARCHVAL': 'GEYLANG EAST FIRE POST (FIRE POSTS)'}, {'Y': '33301.8306', 'X': '33904.5227', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST GROVE'}, {'Y': '33406.2983', 'X': '33938.1239', 'CATEGORY': 'Community', 'SEARCHVAL': 'GEYLANG EAST GROVE RC (RESIDENTS COMMITTEES)'}, {'Y': '33406.2983', 'X': '33938.1239', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""GEYLANG EAST GROVE RESIDENTS' COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '33727.8582', 'X': '33825.9694', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST HOME FOR THE AGED'}, {'Y': '33727.8582', 'X': '33825.9693', 'CATEGORY': 'Family', 'SEARCHVAL': 'GEYLANG EAST HOME FOR THE AGED (ELDERCARE SERVICES)'}, {'Y': '33727.8584', 'X': '33825.9699', 'CATEGORY': 'Community', 'SEARCHVAL': 'GEYLANG EAST HOME FOR THE AGED (FRIENDLY BUILDINGS)'}, {'Y': '33727.8585', 'X': '33825.9698', 'CATEGORY': 'Family', 'SEARCHVAL': 'GEYLANG EAST HOME FOR THE AGED (VOLUNTARY WELFARE ORGS)'}, {'Y': '33397.0397', 'X': '34431.4796', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST INDUSTRIAL ESTATE'}, {'Y': '33519.7049', 'X': '34393.2352', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST INDUSTRIAL ESTATE (BLOCK 1015)'}, {'Y': '33454.5157', 'X': '34467.0772', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST INDUSTRIAL ESTATE (BLOCK 1016)'}, {'Y': '33780.5323', 'X': '34047.0499', 'CATEGORY': 'Building', 'SEARCHVAL': 'GEYLANG EAST PARK'}]",Geylang East,"[(1.3259945911083266, 103.8824039596213), (1.3218831702920288, 103.88063670008809), (1.3253094538447827, 103.88111317370806)]","(1.3243957384150462, 103.88138461113915)"
"[{'Y': '33905.2603', 'X': '32976.1147', 'CATEGORY': 'CATD', 'SEARCHVAL': 'KALLANG WAY'}, {'Y': '33771.0132', 'X': '32797.9261', 'CATEGORY': 'CATE', 'SEARCHVAL': 'KALLANG WAY 1'}, {'Y': '33814.3071', 'X': '32915.2522', 'CATEGORY': 'CATE', 'SEARCHVAL': 'KALLANG WAY 2'}, {'Y': '33958.3965', 'X': '32922.7704', 'CATEGORY': 'CATE', 'SEARCHVAL': 'KALLANG WAY 2A'}, {'Y': '33857.6048', 'X': '33047.0701', 'CATEGORY': 'CATE', 'SEARCHVAL': 'KALLANG WAY 3'}, {'Y': '33899.1558', 'X': '33154.2922', 'CATEGORY': 'CATE', 'SEARCHVAL': 'KALLANG WAY 4'}, {'Y': '33940.8353', 'X': '33259.7746', 'CATEGORY': 'CATE', 'SEARCHVAL': 'KALLANG WAY 5'}, {'Y': '33824.6283', 'X': '32633.1049', 'CATEGORY': 'Building', 'SEARCHVAL': 'KALLANG WAY FLATTED FACTORY'}, {'Y': '33693.2464', 'X': '32716.9797', 'CATEGORY': 'Building', 'SEARCHVAL': 'KALLANG WAY FLYOVER'}, {'Y': '34031.0523', 'X': '32629.3863', 'CATEGORY': 'Building', 'SEARCHVAL': 'KALLANG WAY INDUSTRIAL ESTATE'}, {'Y': '34108.3074', 'X': '32667.2705', 'CATEGORY': 'Building', 'SEARCHVAL': 'KALLANG WAY INDUSTRIAL ESTATE (BLK 166)'}, {'Y': '34181.7367', 'X': '32581.3865', 'CATEGORY': 'Building', 'SEARCHVAL': 'KALLANG WAY INDUSTRIAL ESTATE (BLK 168)'}, {'Y': '34074.2444', 'X': '32522.3481', 'CATEGORY': 'Building', 'SEARCHVAL': 'KALLANG WAY INDUSTRIAL ESTATE (BLK 171)'}, {'Y': '34169.9915', 'X': '32645.5923', 'CATEGORY': 'Building', 'SEARCHVAL': 'KALLANG WAY INDUSTRIAL ESTATE (BLOCK 168)'}]",Kallang Way,"[(1.3144975526638267, 103.88637996446833), (1.3128861040161586, 103.88517365422386), (1.3139471512641945, 103.88556269325159)]","(1.3137769359813933, 103.8857054373146)"
"[{'Y': '33346.3831', 'X': '35504.4753', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAMPONG UBI CC (COMMUNITY CLUBS)'}, {'Y': '33347.5252', 'X': '35504.9387', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAMPONG UBI COMMUNITY CENTRE'}, {'Y': '33341.8002', 'X': '35498.4513', 'CATEGORY': 'Community', 'SEARCHVAL': 'KAMPONG UBI COMMUNITY CLUB, 10 JALAN UBI , SINGAPORE 409075 (AXS STATION)'}, {'Y': '35333.2056', 'X': '35051.9336', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAMPONG UBI DRIVING TEST CENTRE'}, {'Y': '34654.1663', 'X': '35842.1065', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAMPONG UBI GREENVILLE'}, {'Y': '34598.0102', 'X': '35860.2182', 'CATEGORY': 'National Service', 'SEARCHVAL': 'KAMPONG UBI GREENVILLE (IPPT IN YOUR COMMUNITY)'}, {'Y': '34524.2966', 'X': '34843.0574', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAMPONG UBI INDUSTRIAL ESTATE'}, {'Y': '33787.3495', 'X': '35769.8708', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAMPONG UBI NEIGHBOURHOOD POLICE POST'}, {'Y': '33783.4101', 'X': '35729.7829', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'KAMPONG UBI NEIGHBOURHOOD POLICE POST (SINGAPORE POLICE FORCE ESTABLISHMENTS)'}, {'Y': '34298.9003', 'X': '35644.3298', 'CATEGORY': 'Building', 'SEARCHVAL': 'KAMPONG UBI VIEW'}]",Kampong Ubi,"[(1.337363245434654, 103.88135861507158), (1.3373674360563206, 103.88136887758505), (1.3373087673450383, 103.88131743399472)]","(1.3373464829453379, 103.88134830888377)"
"[{'Y': '33475.3069', 'X': '33770.4210', 'CATEGORY': 'Community', 'SEARCHVAL': ""MACPHERSON ALJUNIED CRESCENT ZONE '1' RC (RESIDENTS COMMITTEES)""}, {'Y': '33475.3061', 'X': '33770.4216', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'MACPHERSON ALJUNIED CRESCENT ZONE 1 RESIDENTS COMMITTEE (WIRELESS HOTSPOTS)'}, {'Y': '33767.6392', 'X': '33798.7459', 'CATEGORY': 'Community', 'SEARCHVAL': ""MACPHERSON ALJUNIED CRESCENT ZONE '2' RC (RESIDENTS COMMITTEES)""}, {'Y': '33975.5831', 'X': '33693.8865', 'CATEGORY': 'Community', 'SEARCHVAL': 'MACPHERSON CC (COMMUNITY CLUBS)'}, {'Y': '33975.5833', 'X': '33693.8869', 'CATEGORY': 'Family', 'SEARCHVAL': 'MACPHERSON CCC - WELLNESS PROGRAMME (VOLUNTARY WELFARE ORGS)'}, {'Y': '33968.5956', 'X': '33711.3799', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON COMMUNITY CLUB'}, {'Y': '33975.5837', 'X': '33693.8866', 'CATEGORY': 'Community', 'SEARCHVAL': 'MACPHERSON COMMUNITY CLUB (CC) (FRIENDLY BUILDINGS)'}, {'Y': '33986.0777', 'X': '33716.0126', 'CATEGORY': 'Community', 'SEARCHVAL': 'MACPHERSON COMMUNITY CLUB, 400 PAYA LEBAR WAY, SINGAPORE 379131 (AXS STATION)'}, {'Y': '33975.5837', 'X': '33693.8866', 'CATEGORY': 'Community', 'SEARCHVAL': 'MACPHERSON CONSTITUENCY OFFICE (CONSTITUENCY OFFICES)'}, {'Y': '34182.7181', 'X': '33824.0694', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON GARDEN'}, {'Y': '34930.3573', 'X': '33115.9020', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON GARDEN ESTATE'}, {'Y': '34458.5318', 'X': '32403.6483', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON INDUSTRIAL COMPLEX'}, {'Y': '35163.7042', 'X': '33618.5650', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON INDUSTRIAL ESTATE'}, {'Y': '34919.3623', 'X': '33777.0505', 'CATEGORY': 'CATE', 'SEARCHVAL': 'MACPHERSON LANE'}, {'Y': '35013.0241', 'X': '33409.4494', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON LINEAR PARK'}, {'Y': '34882.8810', 'X': '33155.7321', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON MALL'}, {'Y': '33886.8813', 'X': '34103.1378', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON MORAL CHILD CARE CENTRE'}, {'Y': '33886.8750', 'X': '34096.9828', 'CATEGORY': 'Family', 'SEARCHVAL': 'MACPHERSON MORAL CHILD CARE CENTRE (CHILD CARE SERVICES)'}, {'Y': '34264.5433', 'X': '34230.0100', 'CATEGORY': 'Building', 'SEARCHVAL': 'MACPHERSON MRT STATION'}, {'Y': '34230.1034', 'X': '34342.8863', 'CATEGORY': 'Community', 'SEARCHVAL': 'MACPHERSON MRT STATION (CC10) (FRIENDLY BUILDINGS)'}]",Macpherson,"[(1.321681055140278, 103.88251675995797), (1.3216810605666067, 103.88251675276966), (1.321937161672078, 103.88514352413522)]","(1.3217664257929875, 103.88339234562095)"
"[{'Y': '37960.6079', 'X': '35455.9500', 'CATEGORY': 'Building', 'SEARCHVAL': 'DEFU INDUSTRIAL PARK A'}, {'Y': '37406.2374', 'X': '35074.2018', 'CATEGORY': 'Building', 'SEARCHVAL': 'DEFU INDUSTRIAL PARK B'}, {'Y': '35780.2154', 'X': '34789.7935', 'CATEGORY': 'Building', 'SEARCHVAL': 'DEFU INDUSTRIAL PARK E'}, {'Y': '36105.8574', 'X': '34587.6935', 'CATEGORY': 'Building', 'SEARCHVAL': 'DEFU INDUSTRIAL PARK F'}]",Defu Industrial Park,"[(1.336923231627027, 103.92282007322936), (1.333471017640154, 103.91783861926065), (1.3308993927639685, 103.90322782572014)]","(1.3337645473437165, 103.91462883940339)"
"[{'Y': '39261.4324', 'X': '34551.8721', 'CATEGORY': 'CATD', 'SEARCHVAL': 'HOUGANG CENTRAL'}, {'Y': '39116.0619', 'X': '34816.7196', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'HOUGANG CENTRAL (NEXT TO HOUGANG PLAZA) (COMMUNITY USE SITES)'}, {'Y': '39343.0248', 'X': '34506.4807', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'HOUGANG CENTRAL (OPPOSITE BLK 830A CARPARK) (COMMUNITY USE SITES)'}, {'Y': '39245.4902', 'X': '34716.1754', 'CATEGORY': 'Community', 'SEARCHVAL': 'HOUGANG CENTRAL BLK 809 (SAM KIOSK)'}, {'Y': '39216.8647', 'X': '34649.5065', 'CATEGORY': 'Building', 'SEARCHVAL': 'HOUGANG CENTRAL BUS INTERCHANGE'}, {'Y': '39234.2334', 'X': '34647.1908', 'CATEGORY': 'Community', 'SEARCHVAL': 'HOUGANG CENTRAL BUS INTERCHANGE (FRIENDLY BUILDINGS)'}, {'Y': '39368.8746', 'X': '34715.4428', 'CATEGORY': 'Community', 'SEARCHVAL': 'HOUGANG CENTRAL PO - 1 (SAM KIOSK)'}, {'Y': '39368.8746', 'X': '34715.4428', 'CATEGORY': 'Community', 'SEARCHVAL': 'HOUGANG CENTRAL PO - 2 (SAM KIOSK)'}, {'Y': '39406.4483', 'X': '34724.8696', 'CATEGORY': 'Building', 'SEARCHVAL': 'HOUGANG CENTRAL POST OFFICE'}]",Hougang Central,"[(1.328746627616358, 103.93450838910752), (1.3311418644335549, 103.93320225309601), (1.3283360941944335, 103.93524152395175)]","(1.329408195414782, 103.93431738871841)"
[],Hougang East,[],"(0.0, 0.0)"
[],Hougang West,[],"(0.0, 0.0)"
"[{'Y': '40656.7943', 'X': '35668.4482', 'CATEGORY': 'Building', 'SEARCHVAL': 'KANGKAR LRT STATION'}, {'Y': '40656.7931', 'X': '35668.4489', 'CATEGORY': 'Community', 'SEARCHVAL': 'KANGKAR LRT STATION (SE4) (FRIENDLY BUILDINGS)'}]",Kangkar,"[(1.3388439773441683, 103.94704692849162), (1.3388439836752104, 103.94704691770922)]","(0.8925626536731261, 69.29803128206694)"
